Ensembl_geneID,D14_CHD8_1,D14_CHD8_3,D14_CHD8_4,D14_H9_1,D14_H9_2,D14_H9_5,D21_CHD8_4,D21_CHD8_5,D21_CHD8_6,D21_H9_4,D21_H9_5,D21_H9_6,D7_CHD8_2,D7_CHD8_3,D7_CHD8_5,D7_H9_3,D7_H9_4,D7_H9_5
ENSG00000040487,42,73,70,56,50,4,74,33,13,79,5,55,49,99,64,60,74,64
ENSG00000077549,44,55,79,51,5,58,34,99,60,7,19,84,24,49,10,37,36,42
ENSG00000173436,82,71,27,6,87,69,70,34,94,10,37,41,32,18,35,71,40,80
ENSG00000226396,90,35,70,4,56,1,74,4,28,54,49,64,51,43,12,24,26,11
ENSG00000158747,43,56,49,69,33,99,9,7,60,58,64,96,88,58,80,2,59,94
ENSG00000158748,17,46,45,73,24,46,40,17,67,18,36,7,86,80,59,22,21,49
ENSG00000162542,71,37,67,19,64,73,42,3,64,67,34,14,33,29,36,4,78,99
ENSG00000169914,96,53,84,9,74,58,100,61,36,68,51,81,23,89,85,90,96,50
ENSG00000188257,2,36,3,25,46,57,34,8,60,18,58,42,68,80,7,89,52,92
ENSG00000162543,92,48,86,22,21,62,35,69,16,82,61,85,67,34,4,33,40,34
ENSG00000158816,89,28,5,39,65,67,52,3,86,72,11,75,83,65,52,86,36,57
ENSG00000162545,24,79,73,63,50,49,31,41,21,97,24,31,75,83,38,27,41,6
ENSG00000090432,19,91,34,99,100,54,51,64,36,46,4,66,21,52,4,64,39,75
ENSG00000183114,71,38,44,55,41,84,65,100,26,37,60,14,18,51,98,99,69,38
ENSG00000158825,20,74,42,43,25,12,63,78,72,22,79,100,92,0,40,11,20,57
ENSG00000158828,74,15,48,73,87,3,21,59,45,45,81,12,7,88,4,41,16,26
ENSG00000117242,0,53,16,100,37,91,57,18,71,30,5,60,96,13,82,44,42,91
ENSG00000244038,5,4,1,20,74,4,70,80,38,3,25,84,69,5,85,46,36,85
ENSG00000117245,38,100,62,27,83,60,44,66,51,15,64,35,95,62,62,6,35,65
ENSG00000189410,66,45,96,50,96,100,75,36,67,38,98,62,31,31,22,41,45,53
ENSG00000127483,44,85,21,79,47,61,79,22,93,53,77,61,87,77,86,14,36,9
ENSG00000075151,13,23,29,16,88,19,15,93,87,80,56,97,57,14,9,60,68,72
ENSG00000117298,99,0,72,3,42,91,3,46,59,43,55,33,19,4,93,42,19,48
ENSG00000227001,15,2,79,12,20,27,5,23,96,65,18,57,8,78,9,72,13,42
ENSG00000187952,8,31,63,28,28,25,10,52,15,43,32,15,74,89,70,0,12,41
ENSG00000142794,81,51,93,86,94,15,39,34,73,8,34,16,53,46,40,14,82,92
ENSG00000162551,76,75,77,98,69,98,6,4,82,86,41,56,67,90,30,25,99,70
ENSG00000076864,17,92,68,89,14,4,33,56,82,60,12,62,20,100,100,92,8,36
ENSG00000090686,48,55,55,69,37,7,6,4,99,36,33,78,36,81,95,71,64,94
ENSG00000187942,83,79,30,62,38,86,34,24,84,89,66,63,60,80,23,43,47,15
ENSG00000142798,75,28,41,52,57,78,8,92,86,6,10,6,16,11,38,97,85,28
ENSG00000218510,0,76,53,90,72,83,9,90,15,89,57,47,84,28,69,83,50,66
ENSG00000070831,8,22,61,57,30,71,40,15,24,65,63,19,94,97,46,72,46,14
ENSG00000162552,18,35,57,53,14,22,93,60,46,65,84,24,96,11,33,58,76,47
ENSG00000184677,36,16,35,19,58,89,71,35,16,35,33,12,8,13,19,99,90,91
ENSG00000070886,39,63,73,42,47,89,97,98,4,2,26,13,84,25,39,90,3,3
ENSG00000133216,14,70,12,2,77,14,19,52,1,7,90,17,84,78,18,49,71,96
ENSG00000272796,27,11,44,92,0,46,13,64,10,89,96,21,39,90,57,7,19,77
ENSG00000004487,79,39,2,21,74,17,82,21,14,59,15,96,42,90,48,88,81,85
ENSG00000169641,78,99,8,82,21,49,42,26,69,50,29,47,68,41,93,89,82,50
ENSG00000179546,66,53,51,86,73,3,56,87,18,76,39,36,35,34,44,75,7,36
ENSG00000261326,47,65,0,82,83,37,37,58,78,63,46,24,39,38,16,98,65,35
ENSG00000125944,64,36,0,49,19,79,76,35,9,37,74,15,64,3,22,37,65,42
ENSG00000125945,7,34,89,67,28,2,100,23,89,72,71,8,97,66,52,28,12,60
ENSG00000249087,31,5,1,91,84,50,58,24,69,15,23,69,69,0,16,85,41,88
ENSG00000204219,69,38,60,11,33,35,59,21,63,57,68,82,93,85,6,33,59,59
ENSG00000088280,36,80,73,1,10,100,31,30,26,14,9,33,28,81,77,59,71,56
ENSG00000007968,94,27,0,17,58,84,59,10,83,72,95,27,95,7,6,86,11,32
ENSG00000117318,6,24,96,76,10,7,7,55,63,29,33,62,50,59,42,15,20,1
ENSG00000142676,50,45,82,47,1,19,50,55,95,30,31,42,89,93,44,67,27,26
ENSG00000011007,78,44,78,76,88,93,5,91,47,40,81,38,99,98,19,37,48,4
ENSG00000236810,14,28,70,64,92,62,99,54,48,76,0,4,22,92,15,11,79,95
ENSG00000057757,55,14,31,6,40,28,70,97,95,95,41,74,93,28,53,27,77,81
ENSG00000011009,14,16,48,73,21,72,97,36,36,34,22,61,65,94,69,89,16,86
ENSG00000117308,11,1,71,43,14,41,40,57,6,2,87,100,37,12,52,21,69,67
ENSG00000117305,80,38,99,76,55,84,45,23,37,39,85,73,50,1,20,33,100,94
ENSG00000179163,47,23,53,42,82,17,61,60,13,12,87,63,8,30,63,74,31,36
ENSG00000189266,40,92,69,88,26,93,32,40,55,37,81,83,6,11,51,50,74,52
ENSG00000188529,37,15,83,7,13,88,86,24,81,43,10,66,12,79,49,41,78,38
ENSG00000142677,96,25,35,50,73,29,92,55,98,20,70,93,31,3,54,47,3,11
ENSG00000185436,87,36,16,94,2,98,92,71,56,76,96,29,80,42,90,81,3,12
ENSG00000158055,34,75,60,85,53,80,94,8,91,38,82,3,1,32,64,94,92,16
ENSG00000001460,44,70,19,54,62,33,48,70,15,48,9,55,72,85,88,78,75,29
ENSG00000001461,97,7,66,74,46,56,21,53,81,57,44,47,49,85,89,28,50,68
ENSG00000117602,56,41,79,30,68,20,59,91,68,50,43,76,15,91,44,2,71,24
ENSG00000133226,36,51,42,73,12,14,17,59,53,78,38,59,48,20,59,38,64,93
ENSG00000169504,35,84,41,57,78,14,29,25,31,97,58,43,40,29,23,17,69,83
ENSG00000020633,99,59,65,52,92,60,81,48,37,9,70,2,14,22,12,17,60,32
ENSG00000117614,39,54,70,32,64,80,7,97,73,95,45,65,61,91,72,45,54,5
ENSG00000117616,58,80,92,51,35,37,87,64,22,91,14,17,61,44,3,26,59,31
ENSG00000261349,63,98,62,84,66,79,95,63,33,71,81,62,95,75,58,21,52,96
ENSG00000187010,54,29,3,47,57,61,97,28,60,31,23,87,52,10,57,70,27,10
ENSG00000224183,28,91,56,49,6,49,50,0,25,93,3,23,18,35,92,71,39,57
ENSG00000183726,84,37,65,20,28,20,83,61,46,37,24,36,8,3,86,70,18,77
ENSG00000188672,54,62,56,87,13,43,56,27,74,60,62,28,90,100,54,27,45,96
ENSG00000238084,100,100,38,18,74,48,22,69,38,16,9,19,61,77,22,48,48,33
ENSG00000204178,95,47,94,60,53,32,9,81,19,91,0,35,73,10,30,56,77,77
ENSG00000157978,26,89,3,88,43,87,57,38,63,92,48,26,62,72,95,31,7,5
ENSG00000117643,1,63,95,65,80,88,87,71,52,28,61,40,93,16,85,24,59,91
ENSG00000162430,35,68,2,38,55,35,21,23,81,3,70,71,28,10,42,18,27,77
ENSG00000117640,48,75,98,5,91,62,52,54,83,90,54,39,8,3,1,20,92,100
ENSG00000127423,57,85,45,59,77,66,93,79,31,14,84,91,3,99,72,57,87,74
ENSG00000182749,68,10,1,34,63,7,17,1,28,0,24,17,2,91,72,6,73,72
ENSG00000117632,64,76,58,22,82,51,38,65,61,7,82,4,54,95,79,7,45,54
ENSG00000158006,92,16,90,9,44,7,57,70,47,1,24,33,12,28,94,74,56,88
ENSG00000158008,59,64,78,13,95,99,5,28,36,87,37,64,28,49,71,96,61,23
ENSG00000158014,80,45,70,74,34,21,62,54,24,40,81,33,38,87,36,49,50,37
ENSG00000158022,63,43,77,31,96,87,33,16,91,54,28,18,58,54,64,86,69,47
ENSG00000175087,18,10,52,31,46,1,42,78,61,36,52,69,0,18,54,3,7,42
ENSG00000197245,44,47,82,72,65,32,77,54,8,82,71,52,55,12,29,60,20,81
ENSG00000142684,41,28,64,39,54,95,32,87,45,97,59,41,21,92,20,49,13,3
ENSG00000142675,83,57,31,46,58,23,8,0,95,37,99,80,65,40,58,87,29,18
ENSG00000188782,79,77,81,80,32,13,48,26,13,54,7,22,95,53,66,10,53,83
ENSG00000236155,84,50,79,20,34,1,11,63,63,69,34,58,13,73,88,69,21,12
ENSG00000130695,21,37,47,85,68,49,31,38,34,31,77,99,31,78,25,44,64,0
ENSG00000142669,97,67,32,85,45,82,21,45,68,86,11,45,67,6,16,18,22,59
ENSG00000158062,33,7,29,92,58,83,67,65,49,97,18,23,77,39,98,20,76,1
ENSG00000169442,75,97,84,0,84,11,26,69,9,21,56,46,64,72,49,23,10,68
ENSG00000176092,23,1,46,62,72,34,50,35,64,59,59,17,99,76,14,31,48,67
ENSG00000131914,96,58,54,59,33,29,80,6,41,53,58,66,76,70,47,39,56,1
ENSG00000117682,6,13,60,62,10,73,45,53,23,37,2,6,48,55,84,61,61,87
ENSG00000225891,38,68,79,35,69,85,86,53,74,0,31,5,89,18,67,61,61,32
ENSG00000198830,35,42,91,89,100,13,69,13,68,34,4,11,29,88,65,52,11,33
ENSG00000117676,70,60,93,41,17,72,100,84,31,93,87,64,35,29,0,66,89,98
ENSG00000260063,89,23,4,38,80,51,88,25,22,67,67,47,6,79,19,41,76,44
ENSG00000117713,10,54,13,2,77,94,15,71,83,95,40,69,46,9,2,13,31,97
ENSG00000060642,24,57,74,30,72,33,52,16,29,62,14,35,42,3,34,3,60,90
ENSG00000204160,40,18,94,52,77,60,73,78,36,21,3,90,77,32,36,11,57,22
ENSG00000175793,30,54,66,67,27,2,86,90,87,83,5,54,97,2,19,70,40,79
ENSG00000142751,55,48,69,26,55,71,93,67,25,59,43,51,50,83,86,58,77,41
ENSG00000198746,56,11,88,59,82,35,10,89,95,71,18,68,91,100,16,67,87,28
ENSG00000090273,60,64,89,99,12,80,41,68,77,87,82,94,67,84,91,66,12,72
ENSG00000175707,51,43,23,84,22,89,3,90,58,89,57,3,42,93,1,66,33,16
ENSG00000225294,33,67,27,6,60,20,53,57,18,33,2,40,70,83,97,22,89,98
ENSG00000253368,79,41,9,56,89,100,13,20,1,78,19,43,87,22,50,23,95,46
ENSG00000158246,25,59,49,48,27,44,28,52,13,1,67,70,98,92,65,0,0,71
ENSG00000090020,86,48,39,54,76,61,8,1,81,78,71,73,73,19,46,49,36,37
ENSG00000214973,18,33,73,42,96,7,69,9,69,4,90,27,56,57,41,40,55,38
ENSG00000225159,62,81,56,73,46,4,13,14,8,74,60,94,3,39,72,100,46,15
ENSG00000142784,74,67,62,74,89,7,39,45,86,38,80,20,44,98,63,92,20,42
ENSG00000186501,71,80,41,26,65,82,4,3,22,28,37,80,79,45,82,7,92,28
ENSG00000241547,24,96,76,23,76,16,40,9,28,21,3,57,66,1,97,74,65,69
ENSG00000142765,61,75,26,50,20,71,91,44,90,52,45,9,35,70,88,17,72,43
ENSG00000142733,14,55,59,48,4,61,49,88,13,84,14,58,69,17,18,25,50,28
ENSG00000142748,43,28,84,30,19,60,51,41,66,60,68,95,17,96,94,73,11,64
ENSG00000174950,85,21,27,58,89,92,60,46,78,10,33,75,81,94,17,64,2,65
ENSG00000181773,48,23,22,87,46,57,89,14,50,99,94,69,8,98,87,52,20,2
ENSG00000158195,29,61,15,78,14,2,72,78,25,51,82,92,35,56,1,44,36,36
ENSG00000126705,16,38,25,18,23,23,91,7,86,51,58,19,5,81,42,90,39,87
ENSG00000000938,6,56,34,61,88,29,53,35,6,17,18,35,64,59,57,90,44,63
ENSG00000235912,25,91,63,59,71,34,43,82,94,83,76,31,55,57,41,1,4,80
ENSG00000126709,43,84,97,99,87,55,78,69,88,44,40,38,35,20,13,4,20,36
ENSG00000009780,52,53,32,19,5,83,26,60,64,41,47,0,83,52,0,94,32,44
ENSG00000117758,26,24,48,64,57,29,90,31,50,53,66,0,15,23,74,54,10,98
ENSG00000117751,6,70,60,71,55,66,26,66,95,13,45,88,88,9,100,87,15,51
ENSG00000130775,93,74,57,17,40,29,78,87,16,100,51,47,38,0,78,63,20,27
ENSG00000117748,6,12,22,32,9,63,28,44,92,36,13,13,10,75,30,64,95,4
ENSG00000130768,18,100,65,53,43,12,77,13,9,73,76,59,13,14,51,74,34,60
ENSG00000158156,8,41,48,100,76,82,27,71,79,61,96,57,11,62,57,29,9,34
ENSG00000158161,5,51,8,62,61,56,57,79,59,42,95,96,19,36,75,74,9,22
ENSG00000228589,89,61,2,28,4,54,50,70,97,35,43,71,72,18,1,16,96,20
ENSG00000214812,50,97,84,78,21,76,87,47,23,39,4,87,32,5,95,80,63,39
ENSG00000169403,74,28,71,27,30,71,65,39,72,93,63,89,8,97,58,1,97,73
ENSG00000126698,17,82,68,6,74,82,88,97,35,77,21,68,58,58,83,49,10,92
ENSG00000130770,60,20,99,13,39,42,58,15,49,48,4,37,9,56,63,30,44,91
ENSG00000270605,96,84,89,85,47,73,65,83,7,34,86,28,100,68,20,59,93,63
ENSG00000130766,10,13,5,76,19,81,30,48,19,100,8,59,69,10,83,42,89,36
ENSG00000130772,82,30,81,39,44,7,33,24,92,12,32,41,71,62,6,52,17,96
ENSG00000204138,73,19,45,19,87,34,38,57,42,4,46,64,75,11,8,29,86,48
ENSG00000180198,95,45,26,47,60,94,12,20,72,98,84,11,30,85,56,99,27,93
ENSG00000242125,73,2,6,5,96,41,32,60,65,90,65,23,51,49,7,88,4,62
ENSG00000200087,72,86,22,40,35,97,7,89,80,39,39,23,93,33,95,27,98,42
ENSG00000231468,54,54,98,76,95,20,81,76,54,81,47,86,38,73,35,71,15,93
ENSG00000180098,5,72,43,44,29,3,39,27,82,61,1,84,37,48,69,65,16,88
ENSG00000197989,72,29,84,14,70,33,40,52,41,12,25,54,54,48,74,98,60,76
ENSG00000120656,33,5,83,93,36,6,68,66,69,15,54,36,81,6,58,59,86,18
ENSG00000188060,11,29,59,31,77,7,82,43,27,79,54,69,26,68,95,82,62,0
ENSG00000162419,50,64,60,29,98,51,71,26,47,47,57,92,30,17,97,66,91,59
ENSG00000198492,8,55,16,78,35,29,69,62,24,16,72,2,15,14,31,19,5,74
ENSG00000116329,68,26,38,66,46,83,64,25,53,62,90,24,16,37,17,60,11,74
ENSG00000226852,72,32,51,35,7,72,21,57,26,16,22,53,4,28,1,76,14,29
ENSG00000159023,62,56,31,97,38,66,77,64,18,65,93,19,50,54,86,82,80,28
ENSG00000225616,64,3,61,11,94,87,73,87,99,65,37,32,12,85,71,66,0,42
ENSG00000253304,66,87,67,49,0,85,20,13,0,48,31,61,67,74,22,83,17,4
ENSG00000116350,45,70,91,51,28,72,40,100,27,19,39,21,68,68,21,74,87,71
ENSG00000116353,56,29,82,100,65,52,5,82,20,15,36,70,42,50,92,32,7,97
ENSG00000060656,14,82,50,36,68,61,52,54,98,74,45,33,71,29,28,16,8,90
ENSG00000186056,27,52,39,99,55,97,37,83,92,2,43,0,32,22,21,88,68,8
ENSG00000162511,48,45,82,19,72,56,51,55,56,23,35,9,47,84,26,9,62,20
ENSG00000162512,21,56,33,45,49,82,93,95,96,19,57,77,49,56,49,37,59,98
ENSG00000134644,97,18,38,41,69,7,41,78,62,95,35,15,63,23,72,61,11,98
ENSG00000200154,22,97,94,82,35,56,91,80,44,27,61,99,65,5,27,34,74,18
ENSG00000202107,57,15,49,94,16,3,56,60,88,54,69,85,27,89,5,12,14,59
ENSG00000215900,79,22,0,95,10,35,20,17,34,69,70,78,72,95,24,16,2,8
ENSG00000225142,93,68,3,84,43,96,1,49,25,24,21,50,67,63,89,8,85,69
ENSG00000084628,93,50,38,71,47,94,77,53,28,37,23,22,40,77,60,61,50,85
ENSG00000060688,58,86,10,60,37,26,39,29,69,45,22,36,85,50,12,59,90,24
ENSG00000229447,95,67,26,31,33,89,65,51,89,30,59,64,28,1,87,61,99,18
ENSG00000121766,93,42,16,64,26,63,29,14,79,18,69,52,82,36,13,41,97,26
ENSG00000121769,100,99,98,63,64,72,42,5,97,96,88,26,58,5,37,21,40,88
ENSG00000168528,98,74,91,2,78,0,83,90,10,29,86,54,24,2,70,61,67,86
ENSG00000268950,20,76,83,91,74,93,53,19,94,100,36,100,77,85,28,78,98,92
ENSG00000142910,62,69,6,98,100,45,94,23,48,40,73,34,45,71,35,34,93,5
ENSG00000162517,66,73,12,64,12,34,59,12,91,17,88,59,39,56,15,56,30,29
ENSG00000084636,58,10,64,48,8,83,20,74,20,89,5,97,63,14,86,64,38,100
ENSG00000121753,7,10,87,16,50,65,69,38,87,51,50,41,18,62,53,3,32,2
ENSG00000134668,43,72,96,68,5,10,35,11,71,62,73,90,47,61,48,42,79,92
ENSG00000184007,91,57,88,56,31,23,68,59,67,95,28,4,72,14,94,96,48,38
ENSG00000212673,67,4,66,88,11,56,19,27,37,70,98,82,65,34,86,68,18,20
ENSG00000121774,37,11,69,16,19,3,85,42,73,35,61,51,38,50,75,21,27,27
ENSG00000121775,4,78,5,81,16,1,84,61,21,47,30,44,43,56,99,65,41,92
ENSG00000025800,5,7,88,5,4,68,34,19,18,100,49,77,5,22,13,100,3,80
ENSG00000084652,25,13,27,59,15,96,60,26,54,37,47,58,48,54,89,83,35,73
ENSG00000160050,14,19,33,5,48,71,18,90,48,24,50,51,67,66,13,39,0,12
ENSG00000224066,42,92,89,86,74,75,13,61,98,6,49,84,71,0,2,47,77,83
ENSG00000160051,26,21,92,8,46,78,83,6,46,25,93,49,48,60,99,4,72,87
ENSG00000222046,30,67,74,72,61,74,43,23,9,3,89,35,43,90,16,78,95,52
ENSG00000160055,25,92,47,16,43,62,43,90,23,45,46,30,75,53,49,59,52,22
ENSG00000084623,9,7,59,64,2,48,98,21,89,22,76,97,94,100,66,38,55,57
ENSG00000220785,12,83,97,85,32,53,72,46,86,61,72,78,41,1,39,7,34,25
ENSG00000183615,2,57,88,86,39,17,81,30,97,7,30,47,1,31,5,31,59,6
ENSG00000182866,34,17,66,80,43,73,44,18,58,22,66,91,15,72,7,89,33,3
ENSG00000116478,37,9,13,67,47,96,34,23,28,2,18,38,12,41,20,91,2,86
ENSG00000175130,57,81,29,22,9,83,44,91,3,22,37,66,36,28,85,27,17,36
ENSG00000162526,78,31,95,55,3,92,38,80,82,68,36,21,38,27,40,0,31,9
ENSG00000225828,56,42,58,54,13,31,10,81,41,100,34,22,84,68,64,84,71,36
ENSG00000160058,25,65,76,57,32,66,38,26,93,34,89,10,57,89,33,21,24,78
ENSG00000229259,95,80,81,73,72,67,15,66,34,22,74,0,7,50,20,53,57,82
ENSG00000273274,19,93,96,62,74,90,5,24,51,82,24,67,84,49,57,64,12,46
ENSG00000160062,34,27,98,86,87,28,94,57,77,62,11,78,75,94,87,96,27,34
ENSG00000176261,38,50,44,20,52,96,91,8,96,37,71,44,33,87,34,96,3,48
ENSG00000162521,84,52,49,35,66,52,63,76,17,47,17,55,3,19,2,82,47,37
ENSG00000162522,62,71,29,58,17,68,1,27,72,93,36,31,5,68,14,73,76,50
ENSG00000134684,8,70,52,52,18,60,69,16,32,22,0,38,42,7,52,6,92,89
ENSG00000116497,69,17,24,31,77,79,34,91,52,69,34,94,56,85,84,14,83,33
ENSG00000160097,15,23,76,86,76,87,62,29,27,27,90,70,71,98,81,94,9,72
ENSG00000121905,42,26,59,29,17,75,71,55,88,26,17,7,14,65,76,100,80,5
ENSG00000121900,41,13,17,81,59,23,47,78,19,55,12,60,62,85,87,58,7,47
ENSG00000116514,63,28,57,4,72,37,70,18,56,37,93,87,81,66,60,38,64,35
ENSG00000004455,80,8,93,49,3,20,50,91,75,29,79,82,18,6,13,59,64,45
ENSG00000142920,92,49,41,19,10,36,86,43,60,74,47,80,88,55,76,53,87,25
ENSG00000116525,70,28,71,6,100,75,29,61,84,41,46,48,79,67,40,90,5,80
ENSG00000160094,17,81,70,86,1,7,62,81,8,27,91,3,92,56,28,58,27,26
ENSG00000270115,71,47,46,45,90,14,53,69,16,63,9,47,16,45,70,79,46,39
ENSG00000225313,43,39,84,99,30,5,92,30,41,7,49,9,99,46,13,23,0,54
ENSG00000134686,59,92,11,8,61,5,22,48,33,10,91,73,15,69,89,34,2,12
ENSG00000121903,65,59,71,35,81,19,53,63,53,14,8,29,67,45,75,69,86,66
ENSG00000121904,67,31,96,65,64,98,68,86,87,93,49,7,41,55,32,31,77,90
ENSG00000142698,43,32,69,95,33,87,43,1,78,24,54,61,71,72,96,6,22,64
ENSG00000163866,88,48,57,44,80,9,35,40,4,7,68,95,97,6,0,72,30,47
ENSG00000189280,52,17,46,50,81,88,83,99,23,89,51,4,1,4,81,13,97,36
ENSG00000187513,99,8,45,41,37,32,20,34,90,59,79,80,63,18,20,84,46,71
ENSG00000230163,100,86,42,36,35,55,65,88,31,10,35,32,16,38,58,67,79,45
ENSG00000116544,6,55,81,88,96,38,78,48,19,2,45,71,48,48,76,6,46,49
ENSG00000241014,20,73,70,35,74,62,45,75,87,80,10,93,86,51,42,35,43,9
ENSG00000163867,57,28,39,19,3,25,97,86,47,95,38,49,39,25,90,49,39,32
ENSG00000197056,47,99,56,35,75,25,52,56,5,95,15,89,79,76,91,26,27,86
ENSG00000228348,69,31,81,3,65,56,81,69,67,70,1,26,20,23,65,9,28,72
ENSG00000116560,82,21,7,40,14,14,31,51,8,78,94,9,52,29,94,3,78,38
ENSG00000146463,52,60,26,93,73,30,3,1,15,23,60,19,45,5,60,100,59,45
ENSG00000229994,82,66,70,12,47,90,3,42,90,88,35,47,10,42,19,66,0,91
ENSG00000142687,100,45,69,53,60,45,36,30,18,54,34,95,27,0,46,44,49,47
ENSG00000020129,58,96,68,95,97,69,11,45,8,53,13,5,5,59,85,99,76,76
ENSG00000239636,34,32,30,10,38,26,3,55,62,62,59,1,100,90,77,48,16,67
ENSG00000116819,100,33,28,42,13,89,52,35,53,44,55,97,56,27,45,18,24,96
ENSG00000126067,17,14,22,1,9,26,86,15,60,13,15,6,10,91,73,3,88,3
ENSG00000142686,21,16,4,92,2,69,61,36,58,77,78,36,100,59,27,41,3,88
ENSG00000092853,22,56,86,41,55,40,79,73,39,91,3,84,55,51,67,43,95,86
ENSG00000134698,66,71,89,79,10,88,24,20,73,40,24,32,40,80,47,50,52,50
ENSG00000092847,5,79,22,63,44,95,89,66,61,72,95,39,14,85,2,68,56,44
ENSG00000271914,55,2,41,7,49,88,19,46,65,98,89,24,26,25,58,94,99,31
ENSG00000126070,65,91,36,6,6,17,20,9,74,97,12,34,29,74,77,25,5,16
ENSG00000092850,50,31,22,60,12,6,11,58,90,61,2,25,57,1,16,78,93,74
ENSG00000116863,80,19,29,50,9,77,96,32,81,12,70,38,53,66,17,60,100,19
ENSG00000171812,85,95,60,70,97,15,0,65,16,13,4,16,27,5,67,62,66,96
ENSG00000054116,32,50,67,73,68,10,29,28,7,12,96,36,77,0,71,90,87,71
ENSG00000116871,89,96,84,71,2,24,59,94,60,62,57,45,2,1,27,59,54,81
ENSG00000054118,19,26,100,96,73,70,65,52,75,23,38,48,95,77,12,100,97,45
ENSG00000214193,75,52,15,33,47,25,85,39,11,22,16,33,41,82,19,28,95,3
ENSG00000142694,33,73,33,37,18,13,7,87,63,82,75,69,50,22,28,9,4,43
ENSG00000116883,16,75,58,56,31,49,23,12,81,96,83,73,14,49,17,1,14,13
ENSG00000196182,35,4,23,85,38,4,85,95,38,59,69,95,48,55,6,93,20,69
ENSG00000181817,61,31,26,30,57,91,81,26,71,93,26,10,19,48,48,61,4,45
ENSG00000116885,85,73,45,65,17,81,75,76,13,53,9,87,25,23,32,36,25,72
ENSG00000116898,40,73,100,94,47,72,29,25,1,69,85,12,83,73,79,59,25,11
ENSG00000119535,10,65,9,4,56,51,51,22,49,61,97,17,8,12,79,50,83,67
ENSG00000163873,70,36,26,91,90,69,18,57,82,31,35,9,23,19,11,42,23,83
ENSG00000163874,94,33,26,9,18,62,26,94,62,97,42,39,26,73,33,71,36,67
ENSG00000163875,84,70,64,21,30,64,59,93,59,2,84,81,90,14,78,54,82,80
ENSG00000163877,40,22,71,4,3,32,32,68,64,75,72,72,2,39,23,4,86,10
ENSG00000232273,18,70,32,0,60,39,50,25,14,20,94,45,50,84,34,29,89,76
ENSG00000237749,59,27,29,69,94,89,41,84,17,9,73,5,54,42,79,58,5,97
ENSG00000163879,18,61,62,100,38,63,23,37,78,27,76,16,20,75,83,42,25,11
ENSG00000134697,45,86,96,85,80,78,26,50,65,34,94,37,59,53,6,73,2,61
ENSG00000169218,42,45,25,83,78,58,100,42,92,4,21,22,73,69,83,76,48,10
ENSG00000116922,35,88,17,71,79,36,69,44,13,8,100,54,67,25,56,30,54,98
ENSG00000134690,81,75,29,28,20,56,94,56,96,86,12,16,38,4,53,34,54,66
ENSG00000183317,77,91,52,46,10,44,74,71,28,3,68,39,22,37,86,24,65,68
ENSG00000185090,86,12,7,84,99,95,29,79,52,1,31,82,99,75,75,17,40,27
ENSG00000196449,40,80,3,54,61,41,80,96,96,21,12,90,96,96,26,19,11,84
ENSG00000197982,96,63,31,60,31,36,51,31,29,25,51,35,13,97,47,5,15,32
ENSG00000188786,39,28,67,26,3,11,56,77,36,9,49,7,89,99,17,85,82,5
ENSG00000204084,95,61,61,91,39,73,84,80,51,38,90,78,64,41,41,49,70,44
ENSG00000183431,44,1,85,26,89,73,22,78,43,31,39,19,82,85,10,29,61,92
ENSG00000183386,54,20,80,100,3,70,66,34,82,34,39,65,13,62,86,39,85,27
ENSG00000183520,62,46,5,18,41,84,8,15,7,91,35,50,47,74,91,54,28,2
ENSG00000185668,26,53,56,82,54,100,78,79,9,95,46,48,2,48,80,92,34,73
ENSG00000224592,30,50,63,29,97,95,15,71,86,43,69,85,10,75,74,98,59,51
ENSG00000215895,98,11,79,66,89,52,39,78,42,30,72,88,90,79,67,99,25,45
ENSG00000116954,96,98,0,29,33,23,17,87,55,91,40,78,40,90,25,84,30,34
ENSG00000228436,32,27,65,81,85,54,38,78,56,53,98,53,38,90,44,52,83,60
ENSG00000214114,4,50,86,45,51,54,86,19,33,100,10,59,64,76,43,41,27,75
ENSG00000158315,88,62,69,21,48,94,8,78,38,3,81,39,46,67,25,80,7,41
ENSG00000174574,52,98,62,83,27,36,15,29,18,94,51,46,29,97,11,79,45,26
ENSG00000168653,78,81,92,41,20,3,37,71,44,40,68,39,94,63,88,87,41,89
ENSG00000127603,35,3,99,23,56,2,68,86,17,99,16,27,39,97,70,86,62,45
ENSG00000255103,25,97,26,83,32,12,74,44,32,5,12,94,62,32,87,22,35,73
ENSG00000183682,81,89,9,9,25,31,37,34,56,92,67,81,90,61,95,43,41,97
ENSG00000237624,51,30,44,100,86,17,74,32,99,43,70,25,4,92,97,4,10,71
ENSG00000182109,77,81,51,32,90,26,44,55,55,71,89,74,97,89,23,45,76,100
ENSG00000243970,15,97,38,47,57,47,69,32,12,64,31,56,59,63,66,65,35,12
ENSG00000090621,17,87,82,81,10,22,98,39,87,98,12,65,83,24,94,99,87,26
ENSG00000228060,49,11,54,17,5,4,14,58,58,38,34,83,35,13,93,25,44,48
ENSG00000201457,25,60,35,9,39,0,90,69,34,59,66,1,72,60,91,82,11,19
ENSG00000163909,100,35,72,16,63,1,55,21,9,35,23,60,91,40,27,14,69,78
ENSG00000116983,57,37,55,28,90,19,84,47,67,76,87,39,54,91,70,22,73,92
ENSG00000084072,72,58,35,6,86,69,37,36,80,10,23,23,14,83,73,81,97,92
